Nombre,Ciudad,Ingreso,Edad,Genero,Nivel educativo,Pobreza,Subsidio
Elena,Sevilla,3721,53,M,Bachillerato,1,0
Laura,Madrid,4393,19,F,Licenciatura,0,0
Carlos,Barcelona,3993,42,F,Bachillerato,1,0
Juan,Valencia,4091,29,F,Doctorado,1,0
Jose,Bilbao,1625,24,M,Doctorado,0,0
Jose,Palma de Mallorca,2933,31,F,Doctorado,0,1
Elena,Palma de Mallorca,3356,45,M,Licenciatura,0,1
Diego,Valencia,1788,61,F,Bachillerato,0,0
Laura,Zaragoza,1765,34,M,Licenciatura,1,1
Laura,Las Palmas,4821,51,M,Maestría,0,1
Carlos,Madrid,4983,56,M,Licenciatura,0,0
Diego,Zaragoza,1564,57,F,Doctorado,1,1
Luis,Las Palmas,1390,35,F,Bachillerato,1,1
Juan,Granada,4432,19,M,Licenciatura,1,0
Carlos,Bilbao,4749,65,F,Licenciatura,1,0
Jose,Málaga,4599,40,F,Bachillerato,1,1
Carlos,Granada,3390,35,F,Doctorado,0,1
Juan,Sevilla,4288,58,M,Licenciatura,1,1
Elena,Valencia,2698,35,F,Licenciatura,1,0
Maria,Madrid,1557,58,M,Bachillerato,0,0
Carlos,Madrid,2430,23,M,Bachillerato,1,0
Pedro,Sevilla,3744,33,M,Licenciatura,0,0
Diego,Granada,4741,59,F,Doctorado,1,0
Diego,Valencia,1325,38,M,Bachillerato,0,0
Laura,Sevilla,4517,25,F,Licenciatura,0,0
Jose,Madrid,4648,63,M,Doctorado,0,1
Elena,Bilbao,4604,69,F,Licenciatura,1,1
Jose,Barcelona,3441,39,M,Maestría,1,1
Maria,Málaga,4116,39,F,Doctorado,1,0
Jose,Sevilla,3319,56,M,Bachillerato,1,0
Juan,Sevilla,3880,41,F,Licenciatura,1,1
Pedro,Palma de Mallorca,1047,47,M,Doctorado,1,0
Pedro,Barcelona,4864,40,M,Licenciatura,0,1
Laura,Málaga,4350,48,F,Bachillerato,0,0
Carlos,Barcelona,2594,64,M,Bachillerato,1,1
Elena,Granada,4801,64,M,Doctorado,0,0
Elena,Valencia,4824,47,M,Licenciatura,0,0
Elena,Bilbao,2896,58,M,Bachillerato,0,0
Luis,Barcelona,1247,41,F,Licenciatura,0,1
Maria,Sevilla,3168,25,M,Licenciatura,1,0
Juan,Sevilla,4815,19,F,Maestría,1,0
Jose,Bilbao,3324,19,F,Doctorado,1,0
Maria,Barcelona,3954,67,F,Bachillerato,0,0
Maria,Las Palmas,1390,64,F,Maestría,0,0
Carlos,Bilbao,2551,34,M,Maestría,0,0
Elena,Zaragoza,1948,56,F,Licenciatura,0,1
Jose,Madrid,1059,31,F,Doctorado,1,1
Carlos,Palma de Mallorca,4505,45,F,Doctorado,1,0
Ana,Barcelona,3056,21,M,Licenciatura,0,0
Maria,Granada,3366,57,F,Doctorado,1,0
Pedro,Barcelona,3876,18,F,Licenciatura,0,1
Luis,Granada,2224,35,M,Bachillerato,0,1
Laura,Sevilla,1665,34,M,Licenciatura,0,0
Pedro,Valencia,4459,46,M,Maestría,0,0
Diego,Bilbao,3488,62,F,Licenciatura,0,1
Diego,Granada,4381,57,M,Bachillerato,1,0
Luis,Valencia,1060,40,F,Doctorado,1,0
Carlos,Bilbao,1433,38,F,Maestría,1,1
Ana,Zaragoza,2874,49,F,Doctorado,0,1
Luis,Las Palmas,3862,48,M,Licenciatura,1,1
Diego,Bilbao,4231,40,M,Bachillerato,1,1
Jose,Málaga,2261,39,F,Bachillerato,0,1
Diego,Madrid,3698,53,M,Bachillerato,0,1
Maria,Sevilla,1027,48,F,Maestría,0,0
Diego,Zaragoza,3134,58,M,Bachillerato,1,1
Maria,Madrid,4958,26,M,Maestría,0,1
Jose,Las Palmas,3760,50,M,Doctorado,0,1
Maria,Madrid,1644,54,M,Maestría,0,0
Elena,Málaga,3959,34,M,Maestría,0,1
Juan,Barcelona,1060,26,F,Doctorado,0,1
Pedro,Valencia,4008,57,F,Maestría,0,1
Elena,Bilbao,1389,38,F,Licenciatura,1,0
Maria,Palma de Mallorca,1448,68,M,Doctorado,1,0
Pedro,Granada,2390,18,F,Bachillerato,1,1
Carlos,Sevilla,2513,47,F,Licenciatura,0,0
Diego,Málaga,3043,67,M,Bachillerato,0,0
Diego,Palma de Mallorca,3414,58,F,Bachillerato,1,0
Jose,Palma de Mallorca,4441,46,M,Bachillerato,0,0
Maria,Málaga,3028,34,M,Bachillerato,1,1
Maria,Palma de Mallorca,2201,21,F,Maestría,1,1
Pedro,Zaragoza,1072,38,F,Bachillerato,1,1
Juan,Palma de Mallorca,1290,39,M,Bachillerato,1,1
Laura,Sevilla,2783,38,F,Maestría,0,1
Juan,Zaragoza,3623,60,F,Maestría,0,0
Maria,Barcelona,3107,46,M,Doctorado,0,0
Juan,Valencia,2891,54,M,Licenciatura,0,0
Diego,Palma de Mallorca,2515,63,M,Maestría,1,0
Juan,Málaga,2044,19,M,Licenciatura,1,1
Ana,Barcelona,3672,65,M,Doctorado,1,1
Diego,Bilbao,3920,53,M,Doctorado,1,0
Elena,Zaragoza,4477,26,F,Bachillerato,1,0
Elena,Valencia,4155,30,F,Maestría,0,1
Juan,Zaragoza,3928,25,M,Bachillerato,1,0
Luis,Madrid,3756,27,F,Doctorado,1,0
Carlos,Las Palmas,3947,46,F,Doctorado,1,0
Carlos,Valencia,3773,33,M,Doctorado,1,1
Carlos,Zaragoza,4953,25,M,Doctorado,0,0
Ana,Valencia,4690,55,M,Licenciatura,0,1
Elena,Granada,2205,63,M,Bachillerato,1,1
Elena,Madrid,3564,64,F,Licenciatura,1,1
Carlos,Las Palmas,1121,39,M,Licenciatura,0,0
Carlos,Las Palmas,3832,35,M,Licenciatura,1,1
Juan,Palma de Mallorca,3024,57,M,Bachillerato,1,1
Maria,Zaragoza,4519,38,F,Doctorado,0,1
Pedro,Madrid,2059,30,M,Maestría,0,1
Maria,Sevilla,4645,22,F,Bachillerato,1,0
Ana,Bilbao,2917,22,F,Doctorado,0,1
Maria,Valencia,2811,40,F,Maestría,1,1
Carlos,Madrid,1806,22,M,Doctorado,1,1
Pedro,Granada,1084,67,F,Maestría,1,1
Elena,Las Palmas,2762,51,F,Doctorado,0,0
Elena,Madrid,3192,19,M,Licenciatura,0,1
Elena,Barcelona,4574,24,M,Maestría,1,0
Pedro,Las Palmas,2731,37,M,Maestría,1,0
Jose,Palma de Mallorca,4452,58,M,Licenciatura,1,0
Luis,Palma de Mallorca,2112,69,M,Doctorado,1,1
Diego,Málaga,2348,57,F,Maestría,1,0
Carlos,Madrid,2482,32,F,Bachillerato,0,0
Maria,Madrid,1931,46,F,Bachillerato,1,1
Diego,Las Palmas,3825,69,M,Bachillerato,0,1
Pedro,Zaragoza,2257,34,F,Licenciatura,0,1
Carlos,Las Palmas,2306,23,F,Licenciatura,1,0
Diego,Valencia,2469,67,M,Licenciatura,1,1
Luis,Barcelona,1412,56,M,Maestría,0,0
Jose,Palma de Mallorca,1292,56,F,Licenciatura,1,1
Ana,Málaga,1328,57,M,Licenciatura,1,1
Luis,Bilbao,4816,40,M,Maestría,0,1
Carlos,Valencia,1126,35,F,Doctorado,0,1
Laura,Zaragoza,3249,45,M,Maestría,0,1
Luis,Granada,1068,21,M,Licenciatura,0,1
Luis,Valencia,4732,45,M,Maestría,1,0
Luis,Valencia,1403,55,M,Maestría,0,0
Diego,Barcelona,3334,19,M,Bachillerato,1,0
Jose,Málaga,1732,61,M,Licenciatura,1,1
Carlos,Palma de Mallorca,2070,29,M,Bachillerato,0,1
Elena,Zaragoza,3726,32,M,Licenciatura,1,0
Laura,Granada,4685,34,M,Licenciatura,1,0
Diego,Palma de Mallorca,2292,51,F,Licenciatura,1,0
Juan,Palma de Mallorca,3489,34,F,Bachillerato,0,1
Laura,Valencia,4980,34,M,Maestría,1,1
Pedro,Granada,1605,37,M,Licenciatura,1,1
Diego,Málaga,4188,24,F,Licenciatura,1,1
Carlos,Zaragoza,1902,19,F,Maestría,0,0
Diego,Sevilla,3057,20,M,Doctorado,0,0
Juan,Las Palmas,2418,56,M,Doctorado,0,0
Luis,Málaga,4045,39,F,Licenciatura,1,0
Luis,Valencia,4432,62,F,Bachillerato,1,0
Elena,Málaga,2295,57,F,Licenciatura,1,0
Maria,Las Palmas,1011,28,F,Licenciatura,0,1
Laura,Madrid,2267,51,F,Maestría,0,0
Juan,Zaragoza,2904,68,M,Licenciatura,0,1
Pedro,Granada,1307,19,F,Licenciatura,1,0
Elena,Las Palmas,4841,20,M,Maestría,1,0
Diego,Valencia,2400,36,F,Licenciatura,0,1
Ana,Palma de Mallorca,4048,51,F,Doctorado,0,1
Luis,Granada,1910,67,F,Maestría,1,1
Diego,Bilbao,4403,60,M,Bachillerato,0,0
Luis,Málaga,3685,52,F,Licenciatura,1,0
Carlos,Málaga,3710,28,M,Doctorado,0,1
Pedro,Bilbao,3908,68,M,Licenciatura,1,0
Elena,Bilbao,3678,42,M,Doctorado,1,1
Ana,Sevilla,3514,54,M,Licenciatura,1,0
Elena,Valencia,3449,69,F,Doctorado,0,0
Ana,Palma de Mallorca,2486,41,F,Maestría,1,0
Carlos,Barcelona,3612,65,M,Bachillerato,0,0
Ana,Bilbao,2307,50,M,Maestría,0,0
Diego,Las Palmas,3851,56,F,Maestría,1,0
Diego,Barcelona,1926,64,M,Bachillerato,0,0
Maria,Palma de Mallorca,4208,57,M,Bachillerato,1,1
Maria,Valencia,1370,45,M,Licenciatura,0,0
Maria,Zaragoza,4108,51,F,Bachillerato,0,1
Luis,Bilbao,3575,52,M,Maestría,1,0
Maria,Palma de Mallorca,3093,26,M,Licenciatura,1,1
Jose,Palma de Mallorca,1280,66,F,Licenciatura,0,0
Maria,Las Palmas,1915,40,F,Bachillerato,1,1
Luis,Madrid,3267,58,M,Licenciatura,0,1
Diego,Palma de Mallorca,1511,54,F,Licenciatura,0,0
Carlos,Madrid,4749,60,M,Doctorado,1,0
Laura,Zaragoza,1217,34,F,Bachillerato,0,1
Maria,Las Palmas,3978,59,F,Bachillerato,1,0
Elena,Palma de Mallorca,3613,34,M,Licenciatura,0,1
Jose,Málaga,3595,54,M,Doctorado,1,1
Elena,Málaga,2823,37,F,Licenciatura,0,0
Jose,Palma de Mallorca,4467,38,M,Licenciatura,1,0
Juan,Madrid,1997,19,M,Maestría,0,1
Luis,Barcelona,3549,60,M,Licenciatura,1,1
Maria,Las Palmas,1890,26,F,Doctorado,0,0
Pedro,Barcelona,3628,19,M,Maestría,0,0
Laura,Valencia,1322,38,M,Licenciatura,0,0
Carlos,Zaragoza,3364,24,F,Licenciatura,0,0
Carlos,Málaga,3768,23,F,Maestría,1,1
Jose,Valencia,1981,48,F,Maestría,1,1
Pedro,Sevilla,4896,39,F,Bachillerato,1,0
Laura,Zaragoza,1308,62,M,Maestría,0,0
Diego,Barcelona,1203,39,F,Bachillerato,1,1
Maria,Málaga,3325,62,F,Licenciatura,1,1
Pedro,Las Palmas,2514,47,M,Maestría,0,0
Luis,Málaga,3755,41,M,Bachillerato,1,1
Maria,Barcelona,1943,28,M,Bachillerato,1,0
Luis,Málaga,3670,51,F,Bachillerato,0,1
Maria,Barcelona,1870,24,M,Doctorado,0,0
Diego,Barcelona,1918,64,M,Licenciatura,0,0
Pedro,Madrid,3433,25,M,Maestría,1,0
Jose,Barcelona,2778,30,F,Bachillerato,1,0
Ana,Palma de Mallorca,2090,28,M,Bachillerato,0,1
Elena,Granada,2171,29,M,Maestría,0,0
Jose,Sevilla,2170,63,M,Doctorado,0,0
Elena,Las Palmas,3609,24,F,Maestría,0,0
Luis,Bilbao,4327,41,M,Licenciatura,1,1
Laura,Valencia,2936,37,M,Licenciatura,0,0
Juan,Valencia,1329,62,M,Licenciatura,1,0
Maria,Las Palmas,2615,41,F,Licenciatura,0,1
Pedro,Barcelona,2224,26,M,Licenciatura,0,1
Carlos,Zaragoza,2534,53,M,Doctorado,1,1
Laura,Valencia,4261,62,F,Bachillerato,1,1
Juan,Bilbao,1718,32,M,Licenciatura,1,0
Juan,Sevilla,4286,34,F,Doctorado,1,0
Elena,Las Palmas,2604,30,M,Bachillerato,0,1
Diego,Málaga,2882,32,F,Doctorado,1,0
Luis,Bilbao,1832,34,F,Licenciatura,1,0
Ana,Valencia,4331,50,M,Bachillerato,0,1
Luis,Las Palmas,4339,52,M,Maestría,1,0
Ana,Las Palmas,3514,31,F,Doctorado,1,0
Luis,Palma de Mallorca,3192,58,F,Maestría,1,1
Juan,Bilbao,4819,26,M,Doctorado,1,1
Juan,Palma de Mallorca,1790,29,F,Maestría,0,0
Jose,Valencia,2914,32,F,Bachillerato,1,0
Juan,Valencia,4081,63,M,Licenciatura,1,1
Luis,Madrid,3119,46,M,Doctorado,0,1
Juan,Sevilla,3553,30,M,Doctorado,0,0
Maria,Málaga,3624,44,M,Licenciatura,1,1
Luis,Valencia,2858,33,M,Maestría,1,0
Maria,Valencia,2199,29,F,Maestría,1,0
Ana,Madrid,3779,28,M,Maestría,0,0
Juan,Palma de Mallorca,4866,66,M,Doctorado,0,0
Jose,Barcelona,2636,37,F,Maestría,1,0
Juan,Sevilla,2886,20,M,Licenciatura,1,1
Maria,Zaragoza,3075,42,F,Licenciatura,1,0
Elena,Las Palmas,2111,36,M,Licenciatura,1,0
Luis,Sevilla,1394,50,M,Doctorado,1,0
Luis,Barcelona,1796,40,M,Bachillerato,1,0
Diego,Madrid,4529,50,F,Maestría,0,0
Jose,Valencia,3183,40,F,Doctorado,0,1
Diego,Madrid,4782,53,F,Bachillerato,1,0
Diego,Las Palmas,2893,32,M,Doctorado,0,0
Luis,Valencia,1458,63,M,Maestría,1,0
Ana,Palma de Mallorca,1230,45,M,Doctorado,0,1
Jose,Las Palmas,3550,34,M,Doctorado,0,0
Luis,Zaragoza,1091,45,M,Bachillerato,0,1
Diego,Valencia,3344,56,F,Maestría,0,1
Carlos,Las Palmas,3194,64,M,Maestría,0,0
Juan,Barcelona,4153,51,F,Doctorado,0,0
Diego,Sevilla,1512,51,M,Doctorado,1,1
Jose,Zaragoza,4228,38,F,Licenciatura,1,1
Diego,Palma de Mallorca,3217,30,F,Bachillerato,1,0
Maria,Barcelona,4748,36,F,Bachillerato,0,1
Ana,Palma de Mallorca,4548,23,F,Doctorado,0,1
Jose,Granada,2265,37,F,Bachillerato,1,1
Maria,Málaga,4972,66,M,Doctorado,0,0
Jose,Málaga,4515,47,F,Doctorado,0,0
Pedro,Zaragoza,3432,19,F,Doctorado,1,1
Carlos,Barcelona,2070,58,F,Doctorado,1,0
Carlos,Palma de Mallorca,1509,28,F,Licenciatura,1,1
Luis,Valencia,2992,60,F,Maestría,0,0
Maria,Sevilla,3742,36,M,Bachillerato,1,0
Diego,Barcelona,4954,54,F,Bachillerato,0,1
Pedro,Barcelona,3071,43,M,Bachillerato,0,1
Elena,Valencia,1119,20,F,Licenciatura,0,1
Maria,Palma de Mallorca,4938,51,M,Maestría,1,0
Carlos,Zaragoza,4476,33,M,Bachillerato,1,1
Laura,Madrid,4171,60,F,Licenciatura,0,0
Laura,Valencia,4060,20,F,Doctorado,1,1
Pedro,Zaragoza,2737,61,F,Maestría,0,0
Elena,Barcelona,1585,23,M,Doctorado,0,0
Diego,Las Palmas,4017,68,F,Bachillerato,1,0
Elena,Madrid,4849,20,F,Doctorado,0,0
Carlos,Bilbao,3894,59,M,Bachillerato,1,1
Jose,Las Palmas,3526,59,F,Bachillerato,0,0
Jose,Palma de Mallorca,2757,57,M,Doctorado,0,1
Jose,Granada,2638,67,F,Doctorado,0,1
Ana,Sevilla,2794,64,M,Maestría,1,0
Diego,Barcelona,2871,23,F,Maestría,0,1
Diego,Málaga,4333,20,F,Doctorado,0,1
Diego,Palma de Mallorca,3515,25,F,Bachillerato,1,1
Luis,Granada,1611,60,M,Bachillerato,0,1
Jose,Valencia,2516,26,M,Maestría,1,1
Diego,Las Palmas,4234,55,F,Bachillerato,1,0
Elena,Palma de Mallorca,4121,22,F,Doctorado,1,0
Laura,Granada,3361,22,M,Maestría,1,1
Diego,Sevilla,2731,21,M,Maestría,1,1
Pedro,Zaragoza,2083,23,M,Licenciatura,1,0
Pedro,Valencia,4175,42,F,Doctorado,0,1
Elena,Las Palmas,2313,64,M,Doctorado,1,0
Jose,Palma de Mallorca,3485,49,M,Licenciatura,1,0
Diego,Las Palmas,3131,23,M,Doctorado,0,1
Ana,Málaga,2029,60,F,Doctorado,0,0
Maria,Valencia,3794,58,M,Doctorado,1,1
Diego,Barcelona,4029,52,M,Bachillerato,0,0
Luis,Zaragoza,1944,51,F,Licenciatura,1,0
Juan,Málaga,1034,51,M,Doctorado,1,1
Carlos,Granada,1499,50,M,Bachillerato,1,1
Carlos,Bilbao,4310,26,M,Bachillerato,0,1
Elena,Las Palmas,2601,51,F,Licenciatura,0,0
Carlos,Granada,1896,48,F,Licenciatura,0,0
Pedro,Las Palmas,2186,49,F,Doctorado,1,1
Carlos,Palma de Mallorca,4167,45,F,Licenciatura,1,1
Jose,Bilbao,2536,31,M,Doctorado,0,1
Ana,Barcelona,2506,69,M,Licenciatura,0,1
Juan,Sevilla,1627,27,F,Licenciatura,1,1
Jose,Zaragoza,2323,56,M,Maestría,0,1
Carlos,Sevilla,1836,51,M,Bachillerato,1,0
Ana,Valencia,4553,54,M,Doctorado,1,0
Diego,Valencia,2840,56,M,Licenciatura,1,0
Laura,Zaragoza,2304,25,F,Doctorado,1,0
Diego,Las Palmas,3582,40,M,Maestría,1,1
Ana,Las Palmas,4374,48,F,Maestría,0,1
Ana,Sevilla,3172,42,M,Licenciatura,1,0
Maria,Las Palmas,2124,64,M,Maestría,0,0
Jose,Palma de Mallorca,4605,62,M,Licenciatura,1,0
Laura,Barcelona,3788,57,F,Bachillerato,1,0
Diego,Bilbao,2678,43,F,Maestría,1,1
Elena,Granada,3052,22,M,Licenciatura,0,0
Pedro,Madrid,4509,45,M,Maestría,0,1
Juan,Valencia,1657,62,M,Doctorado,1,1
Pedro,Madrid,4417,30,M,Maestría,1,0
Pedro,Bilbao,1664,21,F,Doctorado,1,1
Luis,Málaga,4308,18,M,Licenciatura,0,1
Diego,Valencia,3747,41,F,Bachillerato,1,1
Carlos,Las Palmas,1217,54,F,Licenciatura,1,0
Laura,Barcelona,1259,69,M,Licenciatura,0,1
Pedro,Barcelona,1041,20,M,Maestría,0,1
Luis,Valencia,2056,34,M,Bachillerato,0,0
Ana,Málaga,2998,29,M,Doctorado,1,1
Pedro,Las Palmas,4227,39,F,Licenciatura,1,0
Diego,Palma de Mallorca,1954,21,M,Doctorado,1,0
Maria,Sevilla,1629,33,F,Maestría,1,1
Maria,Valencia,2667,34,F,Licenciatura,1,0
Luis,Zaragoza,2672,22,M,Licenciatura,1,1
Jose,Palma de Mallorca,1822,37,F,Doctorado,0,0
Carlos,Sevilla,2599,69,F,Bachillerato,1,0
Luis,Palma de Mallorca,4872,37,F,Bachillerato,0,1
Laura,Málaga,2773,67,M,Doctorado,1,0
Laura,Las Palmas,3523,61,F,Licenciatura,0,0
Juan,Zaragoza,4109,51,F,Bachillerato,1,1
Juan,Zaragoza,3507,63,M,Licenciatura,0,0
Pedro,Granada,3709,45,M,Doctorado,1,0
Diego,Barcelona,2245,50,M,Maestría,0,0
Elena,Las Palmas,3593,65,M,Maestría,0,0
Ana,Granada,1388,19,F,Maestría,0,0
Elena,Bilbao,3610,18,F,Doctorado,1,0
Pedro,Barcelona,2456,26,F,Licenciatura,1,0
Pedro,Granada,2916,68,F,Bachillerato,1,0
Pedro,Sevilla,4790,25,F,Licenciatura,0,0
Laura,Las Palmas,1965,55,F,Maestría,0,0
Diego,Málaga,3355,18,M,Bachillerato,0,0
Carlos,Bilbao,3468,36,F,Bachillerato,0,0
Luis,Valencia,1718,52,F,Bachillerato,0,0
Carlos,Valencia,3953,58,F,Bachillerato,0,0
Laura,Zaragoza,4532,40,F,Maestría,1,1
Luis,Madrid,2125,26,M,Doctorado,1,1
Carlos,Valencia,4260,30,M,Maestría,1,1
Jose,Granada,2540,60,M,Bachillerato,1,1
Diego,Granada,2205,40,M,Bachillerato,1,1
Elena,Las Palmas,2322,64,F,Doctorado,0,1
Maria,Granada,1824,22,F,Licenciatura,1,0
Juan,Granada,1811,25,M,Doctorado,0,1
Elena,Málaga,3617,55,M,Bachillerato,0,0
Maria,Bilbao,2053,50,F,Maestría,1,1
Luis,Valencia,1966,62,M,Doctorado,1,1
Diego,Bilbao,1808,62,F,Maestría,0,0
Pedro,Valencia,4930,54,F,Licenciatura,1,1
Pedro,Bilbao,2766,47,M,Bachillerato,1,0
Carlos,Granada,2117,24,F,Maestría,0,1
Jose,Granada,4640,42,M,Bachillerato,1,0
Laura,Bilbao,4615,61,F,Maestría,0,1
Laura,Zaragoza,4441,50,F,Maestría,0,0
Ana,Las Palmas,4249,39,M,Maestría,1,0
Maria,Málaga,4505,29,M,Bachillerato,0,0
Diego,Valencia,4315,22,M,Bachillerato,1,1
Diego,Palma de Mallorca,3920,51,M,Licenciatura,1,0
Juan,Sevilla,1572,30,M,Doctorado,0,1
Carlos,Palma de Mallorca,3073,56,M,Bachillerato,1,1
Elena,Bilbao,1320,22,M,Bachillerato,0,1
Pedro,Zaragoza,1516,62,F,Bachillerato,0,0
Maria,Palma de Mallorca,1625,48,F,Bachillerato,1,0
Laura,Sevilla,2588,58,F,Maestría,1,0
Jose,Zaragoza,4386,32,F,Licenciatura,1,1
Diego,Sevilla,3450,21,M,Maestría,0,0
Jose,Barcelona,4612,42,F,Licenciatura,1,0
Carlos,Valencia,3597,25,M,Bachillerato,0,1
Laura,Palma de Mallorca,4616,40,M,Doctorado,0,0
Ana,Valencia,3481,33,F,Bachillerato,1,1
Luis,Málaga,1666,33,M,Licenciatura,0,1
Carlos,Sevilla,4418,23,F,Bachillerato,0,0
Diego,Las Palmas,2548,36,F,Licenciatura,0,0
Diego,Palma de Mallorca,2179,61,F,Licenciatura,0,1
Diego,Zaragoza,1498,25,M,Doctorado,1,0
Carlos,Zaragoza,1597,46,F,Bachillerato,1,1
Juan,Sevilla,1511,24,M,Doctorado,0,0
Luis,Granada,2261,19,M,Bachillerato,0,0
Carlos,Valencia,4976,68,M,Maestría,0,1
Carlos,Palma de Mallorca,1906,34,F,Bachillerato,1,1
Juan,Madrid,4777,47,M,Licenciatura,0,0
Laura,Barcelona,1592,56,F,Doctorado,1,0
Juan,Barcelona,3091,55,F,Maestría,1,1
Elena,Madrid,2650,44,F,Bachillerato,1,1
Maria,Sevilla,4736,49,M,Doctorado,0,1
Laura,Valencia,3761,25,M,Licenciatura,1,1
Juan,Sevilla,4175,54,F,Doctorado,0,0
Elena,Barcelona,4465,54,M,Licenciatura,0,1
Diego,Granada,2925,42,F,Bachillerato,1,1
Juan,Palma de Mallorca,3288,55,M,Doctorado,1,0
Laura,Las Palmas,2594,51,M,Bachillerato,1,1
Ana,Granada,4233,67,M,Bachillerato,0,1
Ana,Bilbao,1437,64,F,Doctorado,0,1
Diego,Barcelona,1338,40,F,Licenciatura,1,0
Carlos,Málaga,2672,42,M,Maestría,1,0
Juan,Granada,1099,32,F,Maestría,1,0
Luis,Barcelona,1308,21,F,Licenciatura,0,0
Laura,Madrid,4606,44,M,Maestría,0,0
Luis,Las Palmas,4758,32,F,Licenciatura,0,1
Carlos,Málaga,4069,38,M,Doctorado,0,1
Jose,Las Palmas,2476,23,F,Doctorado,0,0
Maria,Madrid,3243,56,F,Licenciatura,1,0
Juan,Las Palmas,3454,65,M,Licenciatura,0,0
Pedro,Madrid,2710,46,F,Bachillerato,0,0
Elena,Zaragoza,1436,52,M,Maestría,1,1
Diego,Las Palmas,1964,60,F,Maestría,0,0
Juan,Madrid,4523,18,M,Maestría,0,0
Diego,Las Palmas,4092,41,M,Licenciatura,0,1
Elena,Las Palmas,1180,35,F,Bachillerato,0,1
Jose,Zaragoza,1895,37,F,Licenciatura,0,1
Ana,Las Palmas,3163,29,F,Bachillerato,1,0
Pedro,Palma de Mallorca,4481,66,F,Bachillerato,1,1
Luis,Las Palmas,3831,22,M,Bachillerato,1,1
Diego,Palma de Mallorca,2852,30,M,Maestría,0,1
Luis,Sevilla,4726,21,F,Doctorado,1,0
Laura,Granada,3518,69,M,Bachillerato,1,1
Jose,Valencia,4357,60,F,Bachillerato,1,0
Elena,Sevilla,1554,42,M,Bachillerato,1,0
Diego,Sevilla,1556,38,F,Bachillerato,1,1
Jose,Barcelona,1483,25,F,Licenciatura,0,1
Diego,Las Palmas,3924,60,F,Doctorado,1,0
Laura,Zaragoza,3449,29,F,Licenciatura,1,1
Elena,Las Palmas,1456,35,F,Bachillerato,1,0
Maria,Las Palmas,3265,27,M,Doctorado,1,0
Diego,Sevilla,2116,25,M,Maestría,1,0
Maria,Palma de Mallorca,1799,20,M,Bachillerato,1,1
Carlos,Zaragoza,2389,32,F,Doctorado,0,1
Elena,Las Palmas,2217,66,M,Doctorado,0,1
Juan,Granada,2766,69,M,Maestría,1,1
Jose,Zaragoza,4487,47,F,Bachillerato,0,0
Ana,Madrid,3098,31,M,Maestría,1,1
Carlos,Madrid,3910,57,F,Maestría,1,1
Carlos,Palma de Mallorca,1058,44,M,Maestría,1,1
Ana,Bilbao,2502,51,M,Doctorado,1,1
Elena,Granada,3507,50,M,Licenciatura,1,1
Jose,Zaragoza,4416,21,M,Bachillerato,0,1
Ana,Sevilla,1111,63,M,Maestría,1,1
Carlos,Madrid,1601,63,M,Doctorado,1,0
Diego,Barcelona,2791,51,M,Licenciatura,0,1
Laura,Sevilla,4822,24,F,Bachillerato,0,1
Ana,Valencia,2377,41,M,Maestría,1,1
Laura,Málaga,4713,33,F,Licenciatura,0,1
Laura,Madrid,4087,59,M,Maestría,0,1
Jose,Palma de Mallorca,1737,32,M,Licenciatura,1,0
Luis,Valencia,4703,18,M,Doctorado,0,1
Jose,Madrid,1038,28,F,Licenciatura,0,0
Ana,Sevilla,1544,43,M,Licenciatura,1,1
Elena,Palma de Mallorca,4355,27,F,Maestría,0,0
Pedro,Málaga,4606,60,M,Bachillerato,0,0
Carlos,Bilbao,2131,40,M,Licenciatura,0,1
Juan,Málaga,4266,29,F,Maestría,0,1
Jose,Bilbao,1901,61,F,Maestría,1,1
Maria,Valencia,1945,61,F,Licenciatura,0,1
Carlos,Granada,3880,59,F,Maestría,0,0
Pedro,Sevilla,4497,26,F,Licenciatura,1,1
Luis,Málaga,1721,38,M,Bachillerato,0,1
Ana,Sevilla,4750,31,F,Bachillerato,1,0
Luis,Valencia,4298,39,F,Maestría,0,0
Diego,Granada,1150,24,F,Bachillerato,1,0
Laura,Madrid,4148,29,F,Maestría,1,0
Ana,Palma de Mallorca,4646,53,F,Bachillerato,1,0
Luis,Barcelona,1819,46,M,Doctorado,0,0
Maria,Bilbao,4132,20,M,Maestría,0,0
Luis,Palma de Mallorca,1029,66,M,Maestría,0,0
Pedro,Madrid,2564,53,F,Doctorado,1,0
Luis,Zaragoza,4554,35,F,Maestría,0,0
Carlos,Palma de Mallorca,1901,39,F,Doctorado,0,0
Ana,Las Palmas,2458,31,M,Maestría,0,1
Elena,Sevilla,2267,66,F,Licenciatura,0,0
Diego,Las Palmas,1060,50,F,Licenciatura,0,0
Pedro,Málaga,2706,29,M,Doctorado,0,1
Maria,Madrid,2853,23,M,Doctorado,1,1
Ana,Madrid,2033,69,M,Bachillerato,1,1
Diego,Barcelona,1977,58,F,Bachillerato,0,0
Jose,Sevilla,3204,62,F,Licenciatura,0,0
Pedro,Palma de Mallorca,2606,59,M,Maestría,1,0
Elena,Madrid,2496,58,F,Doctorado,1,1
Juan,Granada,1327,69,F,Maestría,1,0
Jose,Sevilla,3582,56,F,Doctorado,0,0
Carlos,Madrid,3335,41,F,Doctorado,1,0
Juan,Sevilla,1672,61,F,Doctorado,1,1
